id,beds,baths,size,furnish,area_1,area_2,area_3,area_4,area_5,id,description,referral,price,type,rent,postDate
3448,NULL,1,445,No,UAE,Dubai,Business Bay,Safeer Towers,NULL,3448,SPACIOUS 1 BR With Balcony in Al.Mankhool With all facilities,AZjum45,"AED 47,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3449,2,3,"1,528",Yes,UAE,Dubai,Downtown Dubai,The Address Sky View Towers,NULL,3449,Masakin Al furjan 3 bedroom + maids azizi facing,1283-Ap-R-2176,"AED 85,000 /yr",apartment,Yearly,"September 23rd, 2020"
3450,1,2,900,No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,NULL,3450,Large Balcony | Spacious Layout | Maids Room,BHM-R-183422,"AED 100,000 /yr",apartment,Yearly,"September 23rd, 2020"
3451,2,3,"1,350",Yes,UAE,Dubai,Dubai Marina,Damac Heights,NULL,3451,With Storage Space | Open Plan Kitchen | Al Barsha,BHM-R-2476,"AED 90,000 /yr",apartment,Yearly,"September 23rd, 2020"
3452,1,2,"1,073",No,UAE,Dubai,Dubai Marina,Marina Promenade,NULL,3452,Spacious Dining Balcony  |  Study  |  Chiller Free,BHM-R-76133,"AED 100,000 /yr",apartment,Yearly,"September 23rd, 2020"
3453,NULL,1,300,No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,3453,Marina View | Unfurnished | Immaculate Condition,BHM-R-183435,"AED 67,000 /yr",apartment,Yearly,"September 23rd, 2020"
3454,3,4,"1,765",No,UAE,Dubai,Al Furjan,South Village,NULL,3454,Dubai Gate 1 studio like 1 bed room next to metro,1283-Ap-R-2341,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3455,3,4,"3,594",Yes,UAE,Dubai,Dubai Marina,The Waves,NULL,3455,Stunning 2 Bed | Unfurnished | Dana Tower | JVC,1283-Ap-R-2795,"AED 44,000 /yr",apartment,NULL,"September 23rd, 2020"
3456,2,3,"1,507",No,UAE,Dubai,Al Barsha,Al Barsha 1,NULL,3456,Sea  Marina Views | Unfurnished | Well maintained,BHM-R-59913,"AED 100,000 /yr",apartment,Yearly,"September 23rd, 2020"
3457,2,3,991,No,UAE,Dubai,Dubai Marina,Bay Central,NULL,3457,High floor I Spacious I Perfect condition,BHM-R-183438,"AED 45,000 /yr",apartment,Yearly,"September 23rd, 2020"
3458,1,1,832,No,UAE,Dubai,Dubai Marina,Marina Promenade,NULL,3458,Pool View - Vacating 4th Nov - Unfurnished,BHM-R-12858,"AED 100,000 /yr",apartment,Yearly,"September 23rd, 2020"
3459,1,2,882,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3459,** ELITE - 10 - AMAZING STUDIO FOR RENT **,ARM-PL-E10,"AED  22,000 BY 1 CHEQUE",apartment,Yearly,"September 23rd, 2020"
3460,2,3,"1,300",Yes,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3460,1Month Free and Chiller Free 2BHK,1377-Ap-R-0173,"AED 40,000 /yr",apartment,Yearly,"September 23rd, 2020"
3461,2,3,959,No,UAE,Dubai,Dubai Production City (IMPZ),Centrium 4,NULL,3461,Hot Deal | Most Luxury Brand New | Massive Size  Studio,1377-Ap-R-0012,"AED 28,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3462,2,2,"1,380",No,UAE,Dubai,The Views,Tanaro Tower,NULL,3462,1MTH FREE | 2 BHK APT. | BALCONY | COMFORTABLE,ZAH-TSQUARE7-FAH923,"AED 42,000 /yr",apartment,Yearly,"September 23rd, 2020"
3463,2,3,998,No,UAE,Dubai,Dubai Production City (IMPZ),NULL,NULL,3463,MASSIVE 1BR @33K,EG2-JVC-HAI923,"AED 33,000 /yr",apartment,Yearly,"September 23rd, 2020"
3464,1,2,768,Yes,UAE,Dubai,Dubai South,Dubai South 1,NULL,3464,BRAND NEW ONE BEDROOM | MAINTENANCE FREE| SPACIOUS UNIT WITH BALCONY,AZCO-JVC-ZA-UNI-1BR-1572,"AED 34,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3465,1,1,850,Yes,UAE,Dubai,Barsha Heights (Tecom),THE BELVEDERE RESIDENCES,NULL,3465,12 Cheques | Studio with Balcony | Pool View | Barbecue Area | Jvc,Azco-OS-9307-eg,"AED 24,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3466,1,2,873,No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,3466,NO COMMISSION / FRENCH-STYLED WINDOWS IN LUSCIOUS VIEWS @65K-4CHQS / UNFURNISHED 2BED,NAJMA-SPORTS8-ALLWYN,"AED 65,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3467,2,3,"1,172",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3467,Tuscan Res | 1st Floor | Vacant | No Balcony,BHM-R-169694,"AED 25,000 /yr",apartment,Yearly,"September 23rd, 2020"
3468,2,2,"1,485",No,UAE,Dubai,Downtown Dubai,Old Town Residences,NULL,3468,Partial Sea View l Type C l High Floor,BHM-R-183353,"AED 110,000 /yr",apartment,Yearly,"September 23rd, 2020"
3469,NULL,1,450,No,UAE,Dubai,Dubai Silicon Oasis,NULL,NULL,3469,Fully Furnished / Vacant /Multi Cheque Option,RENT014700,"AED 35,000 /yr",apartment,NULL,"September 23rd, 2020"
3470,NULL,1,529,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3470,Unfurnished | Corner Unit | Study | Vacant Now,BHM-R-169765,"AED 100,000 /yr",apartment,Yearly,"September 23rd, 2020"
3471,1,2,606,Yes,UAE,Dubai,Dubai Sports City,The Diamond,NULL,3471,Brand New Studio| Excellent Price| Great Community,BHM-R-183264,"AED 22,000 /yr",apartment,Yearly,"September 23rd, 2020"
3472,1,2,"1,646",No,UAE,Dubai,Motor City,Foxhill,NULL,3472,Available | Beautiful Layout | Al Barsha,BHM-R-58229,"AED 65,000 /yr",apartment,Yearly,"September 23rd, 2020"
3473,1,2,"1,020",No,UAE,Dubai,Dubai Marina,The Belvedere,NULL,3473,Park View | Mid Floor | Excellent Price,BHM-R-183171,"AED 35,000 /yr",apartment,Yearly,"September 23rd, 2020"
3474,1,2,889,No,UAE,Dubai,International City,International City Phase-2,NULL,3474,Negotiable I Racecourse view with Balcony,BHM-R-174834,"AED 34,000 /yr",apartment,Yearly,"September 23rd, 2020"
3475,NULL,1,500,Yes,UAE,Dubai,Business Bay,Capital Bay,NULL,3475,Move In Today| Burj Khalifa and Fountain,BHM-R-180799,"AED 180,000 /yr",apartment,Yearly,"September 23rd, 2020"
3476,NULL,1,501,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3476,Front Of Pond Park Like New 1BHK 2Bath With Store With Gym Pool All Facilites,Ramzan Pv1 056,"AED 30,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3477,2,2,"1,300",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,3477,Full Marina View | Large Layout l Vacant,BHM-R-180386,"AED 120,000 /yr",apartment,Yearly,"September 23rd, 2020"
3478,2,2,"1,300",No,UAE,Dubai,Al Warqaa,NULL,NULL,3478,Sea  Facing | 03 Series | Equipped Kitchen,BHM-R-67021,"AED 85,000 /yr",apartment,Yearly,"September 23rd, 2020"
3479,2,2,"1,200",No,UAE,Dubai,NSHAMA Town Square,Warda Apartments,NULL,3479,STUDIO AVAILABLE IN BURDUBAI KHALID BIN WALEED ROAD,AD25,"AED 23,000 /yr",apartment,Yearly,"September 23rd, 2020"
3480,2,2,"1,400",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,3480,Park View - Close Kitchen - Unfurnished - Vacant,BHM-R-183444,"AED 90,000 /yr",apartment,Yearly,"September 23rd, 2020"
3481,1,2,989,No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,3481,Triplex | Private Jacuzzi | Furnished | Upgraded,BHM-R-34142,"AED 190,000 /yr",apartment,Yearly,"September 23rd, 2020"
3482,1,1,721,No,UAE,Dubai,Dubai Marina,Marina Diamond,NULL,3482,Available | Spacious 2 BR | Barsha,BHM-R-58056,"AED 100,000 /yr",apartment,Yearly,"September 23rd, 2020"
3483,1,1,650,No,UAE,Dubai,Dubai Land,Liwan,NULL,3483,Marina Views | All White Goods | Chiller Free,BHM-R-170053,"AED 85,000 /yr",apartment,Yearly,"September 23rd, 2020"
3484,1,2,810,No,UAE,Dubai,Dubai Land,Metro Tower,NULL,3484,Sea  Marina View | Chiller Free | High Floor | Parking,BHM-R-53972,"AED 80,000 /yr",apartment,Yearly,"September 23rd, 2020"
3485,2,3,"1,350",No,UAE,Dubai,Al Barsha,Al Barsha 1,NULL,3485,|Amazing Golf View| Spacious One Bedroom For Rent |JVC,RAMY-112711-RR,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3486,NULL,1,525,No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,3486,|Fully Furnished Family2BR Apt. Opposite Metro - Month free,RAMY-100703-TBR,"AED 65,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3487,1,2,900,No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,NULL,3487,Large Layout 2 BHK MAID |Centrium 4|,RAMY-102203-CT4,"AED 38,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3488,3,3,"2,200",No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,NULL,3488,2 BHK| Corner Unit |Canal View| Unfurnished|Free Chiller,RAMY-100405-TT,"AED 95,000 /yr",apartment,Yearly,"September 23rd, 2020"
3489,1,2,"1,000",No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,NULL,3489,Large Layout 2 BHK MAID |Centrium 2|,RAMY-100908-CT1,"AED 38,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3490,1,2,"1,100",No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,NULL,3490,Ready To Move| Fully Furnished 1BHK| Dubai South,RAMY-100621-DTN,"AED 30,000 /yr",apartment,Yearly,"September 23rd, 2020"
3491,2,3,"1,400",No,UAE,Dubai,Al Warqaa,NULL,NULL,3491,Next to Metro | 1 BHK Fully Furnished | Month Free |,RAMY-100707-TBR,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3492,NULL,1,550,No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,NULL,3492,WAOO WAHAT A BUILDING READY TO MOVE IN,O2 786,"AED 46,000 /yr",apartment,Biyearly,"September 23rd, 2020"
3493,NULL,1,388,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,3493,2 MONTHS FREE | BRAND NEW | KITCHEN APPLIANCES | TOP QUALITY FINISHING | 12 CHEQUES,AZCO-JVC-MKK-AUR-2BR-6735,"AED 59,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3494,3,4,"2,200",No,UAE,Dubai,Sheikh Zayed Road,NULL,NULL,3494,Chiller Free | Unfurnished | Superb Views,bsl_BSA204559_L,"AED 125,000 /yr",apartment,NULL,"September 15th, 2020"
3495,NULL,1,400,No,UAE,Dubai,Bur Dubai,Al Raffa,NULL,3495,Spacious Studio Apartment Available in DSO,1377-Ap-R-0417,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3496,1,2,"1,000",No,UAE,Dubai,JBR Jumeirah Beach Residence,Murjan,NULL,3496,"Most luxurious Brand New Semi Furnished Studio | On High Floor | Ready To Move In 27,999",AZCO-7286-HM-Reef STD(1),"AED 27,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3497,1,2,820,No,UAE,Dubai,Dubai Production City (IMPZ),NULL,NULL,3497,"Beautiful cozy furnished 1BR Diamond ,Sports City",1272-Ap-R-0062,"AED 36,500  per year payable up to 4 cheques",apartment,Quarterly,"September 23rd, 2020"
3498,1,1,484,No,UAE,Dubai,International City,Persia Cluster,NULL,3498,GARDEN VIEW| BIG TERRACE| GARDEN VIEW| READY TO MOVE,AZCO-UM-FH-1BR-2194,"AED 51,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3499,2,2,"1,100",Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3499,HOT DEAL | Spacious 1 BHK| Closed Kitchen| Balcony| Marina,RAMY-100607-BM,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3500,2,2,"1,326",No,UAE,Dubai,Dubai Marina,Orra Marina,NULL,3500,CLOSED KITCHEN|DIFFERENT LAYOUTS| 3CHQS| 1 BHK |BRAND NEW|,RAMY-100611-FR,"AED 30,525 /yr",apartment,Quarterly,"September 23rd, 2020"
3501,NULL,1,580,No,UAE,Dubai,JVC Jumeirah Village Circle,Tuscan Residences,NULL,3501,Hurry Up| Studio Apt. Fully Furnished |Nice View|,RAMY-101803-CB,"AED 35,000/- 1 chèque.",apartment,Yearly,"September 23rd, 2020"
3502,5,7,"13,100",No,UAE,Dubai,The Palm Jumeirah,NULL,NULL,3502,Spacious Studio| Luxurious Tower | For Rent in JVC,RAMY-100602-RR,"AED 27,500 /yr",apartment,Quarterly,"September 23rd, 2020"
3503,2,3,"1,340",No,UAE,Dubai,Al Jaddaf,Culture Village,NULL,3503,TWO BEDROOM APARTMENTS AVAILABLE IN BURDUBAI AL MANKHOOL WITH BALCONY,AZ0013,"AED 65,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3504,1,2,926,No,UAE,Dubai,Arjan,NULL,NULL,3504,2 BED/HALL WITH 2 BATH 2 BALCONY NICE AND BIG APARTMENT ONLY 42K IN AL WARQAA,SM-2B42K,"AED 42,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3505,2,3,"1,550",No,UAE,Dubai,Al Warqaa,NULL,NULL,3505,2 bed new flat at NSHAMA Dubai,NULL,"AED 70,000 /yr",apartment,Yearly,"September 23rd, 2020"
3506,3,3,"2,200",No,UAE,Dubai,Deira,Creek Golf & Yacht Club,NULL,3506,NEW TWO BEDROOM APARTMENTS ONE MONTH FREE AVAILABLE IN BURDUBAI AL MANKHOOL NEAR TO METRO STATION BU,AZ0025,"AED 72,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3507,2,3,"1,870",Yes,UAE,Dubai,Al Furjan,NULL,NULL,3507,spacious one bedroom apartment available in bur dubai,AZ70MK,"AED 65,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3508,1,1,735,No,UAE,Dubai,Dubai Land,Dubai Residence Complex,NULL,3508,One bed apartment - Dubai Marina- Direct from Owner,NULL,"AED 47,000 /yr",apartment,Yearly,"September 23rd, 2020"
3509,1,1,860,No,UAE,Dubai,Bur Dubai,NULL,NULL,3509,Take a best Chance!!1bhk for rent in queue Point......,As 1013,"AED 23,999 /yr",apartment,Yearly,"September 23rd, 2020"
3510,1,1,817,No,UAE,Dubai,Downtown Dubai,Roda Al Murooj,NULL,3510,Spacious 1bhk 38k near Mall of Emirates,A1813678,"AED 38,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3511,2,3,"1,453",No,UAE,Dubai,Downtown Dubai,Roda Al Murooj,NULL,3511,LIMITED OFFER NEW  2bhk 3washroom in 55k/4 near Mall of Emirates,A1813676,"AED 55,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3512,1,2,956,No,UAE,Dubai,Jebel Ali,Jebel Ali Village,NULL,3512,HUGE CHILLER FREE ONE MONTH FREE STUDIO FLAT AVAILABLE IN BURDUBAI WITH BALCONY READY TO MOVE,D1 40 FBST,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3513,1,1,830,Yes,UAE,Dubai,The Greens,NULL,NULL,3513,900 Sqft !! luxury 1 BHK Apt... with All facilities !! Only 30k !! One month Free *** Free Parking *,ARSAL @001240985,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3514,1,2,930,No,UAE,Dubai,DAMAC Hills (Akoya by DAMAC),NULL,NULL,3514,1 MONTH FREE SPECIOUS AND CHEAP 3 BHK LAUNDRY ROOM WITH ALL AMENITIES JUST 63K 4 to 6 CHQS ..,ARSAL @00124093,"AED 63,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3515,1,2,763,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,3515,1 MONTH FREE SPECIOUS 1BHK WITH ALL FACILITIES JUST 36K  6 CHQS ONLY,ARSAL @001240921,"AED 36,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3516,3,4,"1,891",Yes,UAE,Dubai,Dubai Marina,Marina Heights,NULL,3516,20 DAYS FREE SPECIOUS FLAT BEHIND ZULAIKHA HOSPITAL WITH ALL FACILITIES 32K 6 CHQS,ARSAL @001240919,"AED 32,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3517,2,2,"1,520",No,UAE,Dubai,Dubai South,Dubai South 1,NULL,3517,2 bed nice and big APARTMENT in AL WARQAA area only 48k look like new,SM.warqa48k,"AED 48,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3518,1,2,"1,500",No,UAE,Dubai,Sheikh Zayed Road,Blue Tower,NULL,3518,BEST OFFER FOR **** STUDIO *** 20 DAYS FREE PARKING FREE ***  FAMILY BULDING 26K 6 CHQS,ARSAL @00123314,"AED 26,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3519,1,2,811,No,UAE,Dubai,Dubai Production City (IMPZ),Lakeside Tower B,NULL,3519,BRAND NEW STUDIO FOR RENT,NULL,"AED 34,000 /yr",apartment,Monthly,"September 23rd, 2020"
3520,1,1,817,No,UAE,Dubai,Downtown Dubai,Roda Al Murooj,NULL,3520,"BEST DEAL. PRICE REDUCED. READY TO MOVE IN 3 B/R HALL NEAR DIFC WITH CHILLER FREE A/C,MAIDSROOM 90K.",3 B/R HALL NEAR DIFC ON SHEIKH ZAYED ROAD,"AED 3,000 PLUS  5% VAT FOR 2 PARKING ",apartment,Quarterly,"September 23rd, 2020"
3521,1,1,860,No,UAE,Dubai,Bur Dubai,NULL,NULL,3521,"STUDIO FLATS AVAILABLE IN BURDUBAI,MANKHOOL AL RAFFA AREA,WITH CENTRAL A/C,GYM,POOL,PARKING,30K ONLY","STUDIO FLATS IN BURDUBAI,MANKHOOL AL RAFFA ","AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3522,3,3,"2,400",No,UAE,Dubai,Dubai Marina,NULL,NULL,3522,VERY NICE AND FULL SEA VIEW SPACIOUS 1 B/R HALL IN MURJAN 2 AT JBR ON HIGHER FLOOR 65K(1 MONTH FREE),NULL,"AED 65,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3523,1,1,850,No,UAE,Dubai,Dubai Marina,Al Majara Towers,NULL,3523,New Family Building near Meisam City Centre 2 Month FREE,1035-Ap-R-5727,"AED 33,999 /yr",apartment,Yearly,"September 23rd, 2020"
3524,1,2,864,No,UAE,Dubai,Dubai Sports City,Elite Sports Residence,NULL,3524,"N BLOCK: Studio in Persia Cluster @ 16,000/-",USMAN-PERSIA102,"AED 16,000 /yr",apartment,Yearly,"September 17th, 2020"
3525,1,2,842,No,UAE,Dubai,Dubai Marina,Al Majara Towers,NULL,3525,"12CHQS-NO COMMI | 5,500/MONTH INCL BILLS-CLEANING-MAINTENANCE | FURNISHED",HAN-JVC34-923,"AED 66,000 /yr",apartment,Monthly,"September 23rd, 2020"
3526,2,3,"1,738",No,UAE,Dubai,Downtown Dubai,The Old Town Island,NULL,3526,100%Marina View| Large Balcony|Chiller Included,BHM-R-71665,"AED 110,000 /yr",apartment,Yearly,"September 23rd, 2020"
3527,1,2,884,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 12,NULL,3527,Commission only 1000 | With Balcony | Arezzo 1,471-Ap-R-2547,"AED 25,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3528,1,1,780,No,UAE,Dubai,Al Barsha,Al Barsha 1,NULL,3528,No Commission| free maintenance |elevator |appliances included,1511-Ph-R-0008,"AED 445,000 /yr",apartment,NULL,"September 23rd, 2020"
3529,NULL,1,438,No,UAE,Dubai,Dubai Marina,Marina Diamond,NULL,3529,12 cheques | No commission | Cashback Options,622-Ap-R-4025,"AED 86,351 /yr",apartment,Monthly,"September 23rd, 2020"
3530,NULL,1,451,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3530,CHILLER FREE | AL SAYYAH RESIDENCE | 1 BHK,780-ALI-Ap-R-1776,"AED 45,000 /yr",apartment,NULL,"September 23rd, 2020"
3531,2,3,"1,580",No,UAE,Dubai,Sheikh Zayed Road,Blue Tower,NULL,3531,BIG SIZE 2 bed/hall with dinning area and MAID room FULL FACILITIES BUILDING,Sm.2b60KWARQA,"AED 60,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3532,1,2,589,Yes,UAE,Dubai,Dubai Sports City,The Diamond,NULL,3532,"VERY NICE AND SPACIOUS FULL CREEK VIEW 3 B/R HALL IN DEIRA NEAR PARK HAYAT.WITH MAIDSROOM,FREE A/C..",3 B/R HALL NEAR DUBAI CREEK AND PARK HAYAT,"AED 90,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3533,1,1,865,No,UAE,Dubai,NSHAMA Town Square,Zahra Breeze Apartments,NULL,3533,BIGGEST 2BHK IN ALFURJAN FULLY FURNISHED HUGE BALCONY,NULL,"AED 73,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3534,1,1,854,No,UAE,Dubai,Dubai Investment Park,Dubai Investment Park 2,NULL,3534,"1 BHK Direct from Owner, Without Balcony",NULL,"AED 32,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3535,1,2,"1,050",No,UAE,Dubai,Deira,Port Saeed,NULL,3535,1BHK in Family Bldg | Chiller Free | 2 Month Free | No Commission,1035-Ap-R-7030,"AED 45,000 /yr",apartment,Yearly,"September 23rd, 2020"
3536,NULL,1,606,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3536,Limited Offer | 1BR in Down Town | No Commission | 2 Months Free,1035-Ap-R-7194,"AED 60,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3537,NULL,1,437,No,UAE,Dubai,JVC Jumeirah Village Circle,Uniestate Prime Tower,NULL,3537,Great Offer | 2BR Hall  in Down Town | No Commission | 2 Months Free,1035-Ap-R-6831,"AED 85,000 /yr",apartment,Yearly,"September 23rd, 2020"
3538,NULL,1,385,No,UAE,Dubai,JVC Jumeirah Village Circle,Plazzo Heights,NULL,3538,Spacious 1 Bedroom for Rent in Discovery Garden Near to Metro,834-Ap-R-0421,"AED 36,000",apartment,NULL,"September 23rd, 2020"
3539,1,2,950,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3539,1 Month Free I Upgraded New Flooring I Furnished I Ready to Move in,1035-Ap-R-7203,"AED 54,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3540,1,2,780,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3540,Golf Vista I 2 month free I High floor I 1 BR I Best Community Living,1035-Ap-R-7038,"AED 58,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3541,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3541,Fully Furnished Apt I JVC I Good Maintenance I,1035-Ap-R-6673,"AED 59,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3542,NULL,1,451,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3542,Full Marina View I Fully Furnished I 1 Month Free I Chiller Free I Maid Room,1035-Ap-R-6850,"AED 125,000 /yr",apartment,Biyearly,"September 23rd, 2020"
3543,1,2,780,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3543,Pulse I New Building I  12 months option I Check Description,1035-Ap-R-7148,"AED 42,000 /yr",apartment,Monthly,"September 23rd, 2020"
3544,1,2,"1,057",No,UAE,Dubai,JVC Jumeirah Village Circle,Plazzo Heights,NULL,3544,Luxary 1BR +Tarrace | Chiller Free | No Commission | 2 Months Free,1035-Ap-R-7243,"AED 105,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3545,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3545,Lake View  by Damac I 1 Month Free I 1BHK Spacious I,1035-Ap-R-6872,"AED 31,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3546,1,2,855,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3546,Great Offer | 1BR | No Commission | 2 Months Free,1035-Ap-R-6834,"AED 60,000 /yr",apartment,Yearly,"September 23rd, 2020"
3547,2,3,"1,600",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3547,Spacious 1BHK | Chiller Free | 2 Month Free | No Commission,1035-Ap-R-7031,"AED 45,000 /yr",apartment,Yearly,"September 23rd, 2020"
3548,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,3548,High Floor l Type 04 l Marina View l Emaar 6 Al Murjan,1136-Ap-R-4170,"AED 145,000 /yr",apartment,NULL,"September 23rd, 2020"
3549,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3549,Low Floor l Type 07 l Road View l Al Majara 2,1136-Ap-R-4177,"AED 60,000 /yr",apartment,NULL,"September 23rd, 2020"
3550,1,2,750,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3550,1 month free+0% Agency fees| Close to MBZ Road,1136-Ap-R-4043,"AED 37,000 /yr",apartment,NULL,"September 23rd, 2020"
3551,2,3,"1,100",Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3551,Close to Metro l Type 07 l Road View l  Al Majara 2,1136-Ap-R-4164,"AED 70,000 /yr",apartment,NULL,"September 23rd, 2020"
3552,1,2,780,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3552,Huge and stunning 2 bedroom apt in a luxurious location,NULL,"AED 130,000 /yr",apartment,Yearly,"September 23rd, 2020"
3553,1,1,700,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,3553,LARGE 1BR IN JVC @35K,EG-JVC-923,"AED 35,000 /yr",apartment,Yearly,"September 23rd, 2020"
3554,1,2,850,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 12,NULL,3554,1BHK Near Sharaf DG Metro Station 34K only,1377-Ap-R-0363,"AED 34,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3555,1,2,780,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3555,SPACIOUS STD | FULLY FURNISHED @30K,DIA2-MARINA5-IRF923,"AED 30,000 /yr",apartment,Yearly,"September 23rd, 2020"
3556,1,2,932,No,UAE,Dubai,Green Community,Green Community West,NULL,3556,12CHQS-NO COMMI | 2500/MONTH INCL CLEANING MAINTENANCE | FULLY FURNISHED,HAN-JVC4-923,"AED 30,000 /yr",apartment,Monthly,"September 23rd, 2020"
3557,2,2,"1,350",Yes,UAE,Dubai,Al Barsha,Al Barsha 1,NULL,3557,2 MONTH FREE NO COMMISSION CHILLER FREE 2BHK+MAIDS ROOM,1466-Ap-R-0248,"AED 79,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3558,NULL,1,380,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3558,PAY 4CHQS | SPACIOUS | FURNISHED 1BR,DIA-SPORTS13-ALLWYN,"AED 38,850 /yr",apartment,Quarterly,"September 23rd, 2020"
